device_id,timestamp,duration_minutes,business_type,zone,device_type,signal_strength_dBm,data_used_MB,session_duration_minutes,peak_usage_hour
D8944,2025-06-17 08:46:00,45,Business Cafe,Waiting Area,Smartwatch,-65.51703035566271,943.3809298704105,52,4
D6997,2025-06-17 09:11:00,8,Business Cafe,Display Area,Tablet,-33.88411542067077,755.349891349938,95,4
D7233,2025-06-17 18:49:00,37,Business Cafe,Checkout,Smartwatch,-48.79383127456837,959.1611543983338,68,17
D4549,2025-06-17 08:11:00,39,Business Cafe,Checkout,Smartwatch,-54.148619479731835,858.4962634531468,109,1
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D1403,2025-06-17 08:18:00,56,Business Cafe,Checkout,Smartwatch,-32.42503027700073,982.2510996132764,91,23
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D2496,2025-06-17 13:18:00,22,Business Cafe,Display Area,Smartwatch,-44.927901965617664,915.4147954813564,68,22
D1639,2025-06-17 18:41:00,22,Business Cafe,Waiting Area,Laptop,-70.37032475429925,212.02718749925208,13,2
D6443,2025-06-17 13:12:00,42,Business Cafe,Waiting Area,Tablet,-51.86753955421881,90.269073963197,93,2
D3512,2025-06-17 13:02:00,8,Business Cafe,Entrance,Tablet,-30.599088408556604,468.9547385244449,61,5
D2496,2025-06-17 13:18:00,22,Business Cafe,Display Area,Smartwatch,-44.927901965617664,915.4147954813564,68,22
D8451,2025-06-17 19:32:00,23,Business Cafe,Checkout,Smartwatch,-38.819859524524894,515.4257126192058,11,3
D4435,2025-06-17 18:08:00,36,Business Cafe,Checkout,Phone,-85.63225122221566,172.74138597822187,110,2
D3403,2025-06-17 08:38:00,59,Business Cafe,Waiting Area,Tablet,-81.0618705244538,773.3609393649608,88,9
D2581,2025-06-17 08:14:00,32,Business Cafe,Waiting Area,Tablet,-45.964409774154845,755.8771719071892,61,16
D1862,2025-06-17 10:15:00,17,Business Cafe,Seating,Phone,-65.91356028831709,962.0680370893492,104,12
D4081,2025-06-17 12:26:00,8,Business Cafe,Checkout,Phone,-86.82006378533987,169.629604610653,88,2
D2239,2025-06-17 17:41:00,53,Business Cafe,Seating,Smartwatch,-83.9833745862848,908.3897923160205,70,5
D6997,2025-06-17 09:11:00,8,Business Cafe,Display Area,Tablet,-33.88411542067077,755.349891349938,95,4
D4902,2025-06-17 19:39:00,25,Business Cafe,Checkout,Phone,-88.33206675164597,626.5374058347019,60,2
D6936,2025-06-17 19:19:00,39,Business Cafe,Seating,Smartwatch,-75.06162920528382,88.74022460270571,113,0
D7686,2025-06-17 10:56:00,50,Business Cafe,Display Area,Smartwatch,-49.83956825197048,806.3448614135714,13,18
D2295,2025-06-17 19:17:00,56,Business Cafe,Seating,Smartwatch,-61.45608118118868,106.15151140925978,14,10
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D7069,2025-06-17 09:05:00,54,Business Cafe,Waiting Area,Phone,-55.40567240511583,342.5857534596097,106,17
D8944,2025-06-17 08:46:00,45,Business Cafe,Waiting Area,Smartwatch,-65.51703035566271,943.3809298704105,52,4
D6997,2025-06-17 09:11:00,8,Business Cafe,Display Area,Tablet,-33.88411542067077,755.349891349938,95,4
D8519,2025-06-17 13:39:00,26,Business Cafe,Seating,Phone,-78.89897790285045,529.493794601643,86,4
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D4524,2025-06-17 10:04:00,29,Business Cafe,Waiting Area,Smartwatch,-83.60270777182158,946.7305091017384,39,22
D1403,2025-06-17 08:18:00,56,Business Cafe,Checkout,Smartwatch,-32.42503027700073,982.2510996132764,91,23
D8761,2025-06-17 14:46:00,3,Business Cafe,Seating,Smartwatch,-36.623016822601045,123.33606087252616,55,17
D9961,2025-06-17 18:08:00,52,Business Cafe,Seating,Tablet,-73.19093493351772,150.74422484665888,41,8
D3751,2025-06-17 14:58:00,4,Business Cafe,Display Area,Tablet,-32.00403579063319,265.9536619675645,59,10
D2373,2025-06-17 16:20:00,33,Business Cafe,Checkout,Smartwatch,-79.02544398622662,652.1715499367501,18,18
D1125,2025-06-17 08:50:00,54,Business Cafe,Entrance,Tablet,-82.78555335107217,220.606912214075,32,3
D4081,2025-06-17 12:26:00,8,Business Cafe,Checkout,Phone,-86.82006378533987,169.629604610653,88,2
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D3723,2025-06-17 18:55:00,41,Business Cafe,Display Area,Phone,-47.6778424208426,356.41668367558003,41,8
D7630,2025-06-17 15:18:00,25,Business Cafe,Waiting Area,Phone,-42.159555143497464,261.36859886322674,25,8
D4081,2025-06-17 12:26:00,8,Business Cafe,Checkout,Phone,-86.82006378533987,169.629604610653,88,2
D7630,2025-06-17 15:18:00,25,Business Cafe,Waiting Area,Phone,-42.159555143497464,261.36859886322674,25,8
D6619,2025-06-17 08:32:00,58,Business Cafe,Display Area,Phone,-39.05092301769688,395.04088519704067,69,20
D4433,2025-06-17 10:16:00,6,Business Cafe,Seating,Smartwatch,-80.42065936200035,612.1131178738716,55,8
D1862,2025-06-17 10:15:00,17,Business Cafe,Seating,Phone,-65.91356028831709,962.0680370893492,104,12
D7686,2025-06-17 10:56:00,50,Business Cafe,Display Area,Smartwatch,-49.83956825197048,806.3448614135714,13,18
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D5376,2025-06-17 11:17:00,39,Business Cafe,Entrance,Smartwatch,-77.62595438812892,761.8104370081962,100,23
D8206,2025-06-17 16:08:00,33,Business Cafe,Seating,Laptop,-83.50627661723817,209.2659204988765,102,12
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D4148,2025-06-17 15:11:00,11,Business Cafe,Entrance,Smartwatch,-52.589359155197265,127.91058283474294,25,7
D4902,2025-06-17 19:39:00,25,Business Cafe,Checkout,Phone,-88.33206675164597,626.5374058347019,60,2
D7813,2025-06-17 18:52:00,23,Business Cafe,Entrance,Laptop,-33.15794956306381,147.48464405166075,2,18
D5214,2025-06-17 17:51:00,45,Business Cafe,Waiting Area,Phone,-35.71430968224778,725.9103804862103,41,23
D4549,2025-06-17 08:11:00,39,Business Cafe,Checkout,Smartwatch,-54.148619479731835,858.4962634531468,109,1
D9237,2025-06-17 19:59:00,27,Business Cafe,Waiting Area,Phone,-58.48801072544293,432.5811319075416,15,4
D9961,2025-06-17 18:08:00,52,Business Cafe,Seating,Tablet,-73.19093493351772,150.74422484665888,41,8
D5776,2025-06-17 16:09:00,55,Business Cafe,Checkout,Phone,-39.3536915243178,507.94577573188906,64,1
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D2103,2025-06-17 09:12:00,37,Business Cafe,Entrance,Laptop,-34.50661847982879,369.9897110293675,30,18
D8987,2025-06-17 14:00:00,53,Business Cafe,Display Area,Tablet,-36.92585575071996,331.9615252562354,96,12
D7233,2025-06-17 18:49:00,37,Business Cafe,Checkout,Smartwatch,-48.79383127456837,959.1611543983338,68,17
D8218,2025-06-17 18:33:00,19,Business Cafe,Waiting Area,Phone,-43.623206308249216,271.94078518611036,62,3
D2295,2025-06-17 19:17:00,56,Business Cafe,Seating,Smartwatch,-61.45608118118868,106.15151140925978,14,10
D5407,2025-06-17 19:26:00,59,Business Cafe,Display Area,Laptop,-78.60759772359226,336.9500402793404,54,12
D7390,2025-06-17 14:25:00,27,Business Cafe,Waiting Area,Laptop,-30.544122017815013,832.4158185143065,57,22
D2239,2025-06-17 17:41:00,53,Business Cafe,Seating,Smartwatch,-83.9833745862848,908.3897923160205,70,5
D6997,2025-06-17 09:11:00,8,Business Cafe,Display Area,Tablet,-33.88411542067077,755.349891349938,95,4
D5170,2025-06-17 09:37:00,29,Business Cafe,Seating,Smartwatch,-67.62578454057326,465.0984560856344,59,23
D4794,2025-06-17 10:14:00,27,Business Cafe,Checkout,Smartwatch,-30.729231746340346,104.23593784887753,72,11
D4549,2025-06-17 08:11:00,39,Business Cafe,Checkout,Smartwatch,-54.148619479731835,858.4962634531468,109,1
D8906,2025-06-17 08:54:00,60,Business Cafe,Display Area,Phone,-50.37702544351081,362.4167578523604,78,10
D6077,2025-06-17 14:11:00,31,Business Cafe,Entrance,Smartwatch,-68.44336320902633,666.2876888584668,83,8
D2239,2025-06-17 17:41:00,53,Business Cafe,Seating,Smartwatch,-83.9833745862848,908.3897923160205,70,5
D8519,2025-06-17 13:39:00,26,Business Cafe,Seating,Phone,-78.89897790285045,529.493794601643,86,4
D6936,2025-06-17 19:19:00,39,Business Cafe,Seating,Smartwatch,-75.06162920528382,88.74022460270571,113,0
D5278,2025-06-17 08:23:00,52,Business Cafe,Entrance,Tablet,-69.05517656886437,749.4484886745219,1,21
D7326,2025-06-17 11:52:00,47,Business Cafe,Entrance,Phone,-41.374670762935885,365.2831597052271,74,4
D4524,2025-06-17 10:04:00,29,Business Cafe,Waiting Area,Smartwatch,-83.60270777182158,946.7305091017384,39,22
D5278,2025-06-17 08:23:00,52,Business Cafe,Entrance,Tablet,-69.05517656886437,749.4484886745219,1,21
D4433,2025-06-17 10:16:00,6,Business Cafe,Seating,Smartwatch,-80.42065936200035,612.1131178738716,55,8
D1598,2025-06-17 13:33:00,13,Business Cafe,Entrance,Smartwatch,-55.23879370846112,708.7935249256838,76,0
D3751,2025-06-17 14:58:00,4,Business Cafe,Display Area,Tablet,-32.00403579063319,265.9536619675645,59,10
D4524,2025-06-17 10:04:00,29,Business Cafe,Waiting Area,Smartwatch,-83.60270777182158,946.7305091017384,39,22
D8761,2025-06-17 14:46:00,3,Business Cafe,Seating,Smartwatch,-36.623016822601045,123.33606087252616,55,17
D8761,2025-06-17 14:46:00,3,Business Cafe,Seating,Smartwatch,-36.623016822601045,123.33606087252616,55,17
D9448,2025-06-17 19:07:00,16,Business Cafe,Seating,Laptop,-51.11670092646432,365.15234698781614,4,12
D9618,2025-06-17 09:36:00,39,Business Cafe,Entrance,Smartwatch,-44.4467407692162,217.73074510655493,120,13
D5170,2025-06-17 09:37:00,29,Business Cafe,Seating,Smartwatch,-67.62578454057326,465.0984560856344,59,23
D7670,2025-06-17 11:08:00,48,Business Cafe,Seating,Tablet,-61.77843345998251,295.16028148101276,44,13
D8451,2025-06-17 19:32:00,23,Business Cafe,Checkout,Smartwatch,-38.819859524524894,515.4257126192058,11,3
D3403,2025-06-17 08:38:00,59,Business Cafe,Waiting Area,Tablet,-81.0618705244538,773.3609393649608,88,9
D9237,2025-06-17 19:59:00,27,Business Cafe,Waiting Area,Phone,-58.48801072544293,432.5811319075416,15,4
D3008,2025-06-17 13:49:00,13,Business Cafe,Display Area,Tablet,-42.895973014509806,638.9589446112018,32,0
D5376,2025-06-17 11:17:00,39,Business Cafe,Entrance,Smartwatch,-77.62595438812892,761.8104370081962,100,23
D9448,2025-06-17 19:07:00,16,Business Cafe,Seating,Laptop,-51.11670092646432,365.15234698781614,4,12
D5214,2025-06-17 17:51:00,45,Business Cafe,Waiting Area,Phone,-35.71430968224778,725.9103804862103,41,23
D8547,2025-06-17 11:53:00,43,Business Cafe,Seating,Smartwatch,-42.386427256200975,472.30974556646436,65,20
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D5278,2025-06-17 08:23:00,52,Business Cafe,Entrance,Tablet,-69.05517656886437,749.4484886745219,1,21
D1380,2025-06-17 16:34:00,12,Business Cafe,Display Area,Tablet,-65.63211251314296,578.7831723261961,30,22
D3710,2025-06-17 16:23:00,19,Business Cafe,Checkout,Laptop,-66.95353355934475,773.9968121827837,106,20
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D7962,2025-06-17 09:45:00,44,Business Cafe,Entrance,Tablet,-85.18783632981535,238.7188508934719,107,21
D6317,2025-06-17 17:16:00,49,Business Cafe,Checkout,Tablet,-77.79884115203221,500.5704740031419,17,1
D8761,2025-06-17 14:46:00,3,Business Cafe,Seating,Smartwatch,-36.623016822601045,123.33606087252616,55,17
D6077,2025-06-17 14:11:00,31,Business Cafe,Entrance,Smartwatch,-68.44336320902633,666.2876888584668,83,8
D3710,2025-06-17 16:23:00,19,Business Cafe,Checkout,Laptop,-66.95353355934475,773.9968121827837,106,20
D1403,2025-06-17 08:18:00,56,Business Cafe,Checkout,Smartwatch,-32.42503027700073,982.2510996132764,91,23
D9961,2025-06-17 18:08:00,52,Business Cafe,Seating,Tablet,-73.19093493351772,150.74422484665888,41,8
D3512,2025-06-17 13:02:00,8,Business Cafe,Entrance,Tablet,-30.599088408556604,468.9547385244449,61,5
D7326,2025-06-17 11:52:00,47,Business Cafe,Entrance,Phone,-41.374670762935885,365.2831597052271,74,4
D9618,2025-06-17 09:36:00,39,Business Cafe,Entrance,Smartwatch,-44.4467407692162,217.73074510655493,120,13
D7686,2025-06-17 10:56:00,50,Business Cafe,Display Area,Smartwatch,-49.83956825197048,806.3448614135714,13,18
D4902,2025-06-17 19:39:00,25,Business Cafe,Checkout,Phone,-88.33206675164597,626.5374058347019,60,2
D2169,2025-06-17 15:35:00,11,Business Cafe,Checkout,Smartwatch,-83.12418872692926,396.1110444639281,101,23
D6936,2025-06-17 19:19:00,39,Business Cafe,Seating,Smartwatch,-75.06162920528382,88.74022460270571,113,0
D6796,2025-06-17 16:57:00,23,Business Cafe,Waiting Area,Phone,-33.933460169641016,633.3871415623162,102,1
D4549,2025-06-17 08:11:00,39,Business Cafe,Checkout,Smartwatch,-54.148619479731835,858.4962634531468,109,1
D7686,2025-06-17 10:56:00,50,Business Cafe,Display Area,Smartwatch,-49.83956825197048,806.3448614135714,13,18
D7448,2025-06-17 16:28:00,23,Business Cafe,Checkout,Smartwatch,-47.51416049113364,623.7648978500841,46,23
D8276,2025-06-17 08:05:00,42,Business Cafe,Display Area,Laptop,-54.52026273133344,176.03213485758408,91,10
D2496,2025-06-17 13:18:00,22,Business Cafe,Display Area,Smartwatch,-44.927901965617664,915.4147954813564,68,22
D4433,2025-06-17 10:16:00,6,Business Cafe,Seating,Smartwatch,-80.42065936200035,612.1131178738716,55,8
D7390,2025-06-17 13:14:00,32,Business Cafe,Entrance,Smartwatch,-70.57778150708594,226.07337006733727,67,14
D2272,2025-06-17 19:10:00,46,Business Cafe,Waiting Area,Tablet,-87.83110728023759,492.0419669140454,74,10
D7390,2025-06-17 13:14:00,32,Business Cafe,Entrance,Smartwatch,-70.57778150708594,226.07337006733727,67,14
D4081,2025-06-17 12:26:00,8,Business Cafe,Checkout,Phone,-86.82006378533987,169.629604610653,88,2
D5131,2025-06-17 17:15:00,55,Business Cafe,Seating,Smartwatch,-51.17912837268851,686.2205996208411,44,2
D8547,2025-06-17 11:53:00,43,Business Cafe,Seating,Smartwatch,-42.386427256200975,472.30974556646436,65,20
D4549,2025-06-17 08:11:00,39,Business Cafe,Checkout,Smartwatch,-54.148619479731835,858.4962634531468,109,1
D3169,2025-06-17 14:42:00,36,Business Cafe,Display Area,Phone,-39.93027087620724,369.9946457299557,10,12
D4794,2025-06-17 10:14:00,27,Business Cafe,Checkout,Smartwatch,-30.729231746340346,104.23593784887753,72,11
D2373,2025-06-17 16:20:00,33,Business Cafe,Checkout,Smartwatch,-79.02544398622662,652.1715499367501,18,18
D7090,2025-06-17 18:15:00,7,Business Cafe,Entrance,Smartwatch,-79.34075941956516,58.7907546082501,65,15
D9701,2025-06-17 13:12:00,8,Business Cafe,Waiting Area,Phone,-52.29427589391574,34.450818148340986,27,22
D8519,2025-06-17 13:39:00,26,Business Cafe,Seating,Phone,-78.89897790285045,529.493794601643,86,4
D2943,2025-06-17 11:43:00,32,Business Cafe,Display Area,Smartwatch,-45.11576467181898,677.6007042731046,2,7
D7962,2025-06-17 09:45:00,44,Business Cafe,Entrance,Tablet,-85.18783632981535,238.7188508934719,107,21
D7670,2025-06-17 11:08:00,48,Business Cafe,Seating,Tablet,-61.77843345998251,295.16028148101276,44,13
D4053,2025-06-17 18:04:00,30,Business Cafe,Display Area,Smartwatch,-77.52401408562106,544.2901688419054,40,17
D7448,2025-06-17 16:28:00,23,Business Cafe,Checkout,Smartwatch,-47.51416049113364,623.7648978500841,46,23
D8906,2025-06-17 08:54:00,60,Business Cafe,Display Area,Phone,-50.37702544351081,362.4167578523604,78,10
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D8343,2025-06-17 10:06:00,11,Business Cafe,Seating,Phone,-75.14806053474258,178.48893245590926,105,5
D3723,2025-06-17 18:55:00,41,Business Cafe,Display Area,Phone,-47.6778424208426,356.41668367558003,41,8
D7670,2025-06-17 11:08:00,48,Business Cafe,Seating,Tablet,-61.77843345998251,295.16028148101276,44,13
D7670,2025-06-17 11:08:00,48,Business Cafe,Seating,Tablet,-61.77843345998251,295.16028148101276,44,13
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D7069,2025-06-17 09:05:00,54,Business Cafe,Waiting Area,Phone,-55.40567240511583,342.5857534596097,106,17
D4380,2025-06-17 10:17:00,60,Business Cafe,Display Area,Laptop,-34.35298590879178,886.657460244629,120,11
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D7896,2025-06-17 19:30:00,10,Business Cafe,Checkout,Phone,-63.274611820266436,400.81320615226224,53,11
D8944,2025-06-17 08:46:00,45,Business Cafe,Waiting Area,Smartwatch,-65.51703035566271,943.3809298704105,52,4
D2239,2025-06-17 17:41:00,53,Business Cafe,Seating,Smartwatch,-83.9833745862848,908.3897923160205,70,5
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D9399,2025-06-17 16:50:00,26,Business Cafe,Display Area,Tablet,-37.85249703896086,821.5386915070287,115,12
D7326,2025-06-17 11:52:00,47,Business Cafe,Entrance,Phone,-41.374670762935885,365.2831597052271,74,4
D2169,2025-06-17 15:35:00,11,Business Cafe,Checkout,Smartwatch,-83.12418872692926,396.1110444639281,101,23
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D8276,2025-06-17 08:05:00,42,Business Cafe,Display Area,Laptop,-54.52026273133344,176.03213485758408,91,10
D3512,2025-06-17 13:02:00,8,Business Cafe,Entrance,Tablet,-30.599088408556604,468.9547385244449,61,5
D1806,2025-06-17 19:25:00,27,Business Cafe,Seating,Phone,-47.11763608218133,837.3775506164088,108,10
D9237,2025-06-17 19:59:00,27,Business Cafe,Waiting Area,Phone,-58.48801072544293,432.5811319075416,15,4
D2169,2025-06-17 15:35:00,11,Business Cafe,Checkout,Smartwatch,-83.12418872692926,396.1110444639281,101,23
D6936,2025-06-17 19:19:00,39,Business Cafe,Seating,Smartwatch,-75.06162920528382,88.74022460270571,113,0
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D1380,2025-06-17 16:34:00,12,Business Cafe,Display Area,Tablet,-65.63211251314296,578.7831723261961,30,22
D9399,2025-06-17 16:50:00,26,Business Cafe,Display Area,Tablet,-37.85249703896086,821.5386915070287,115,12
D2496,2025-06-17 13:18:00,22,Business Cafe,Display Area,Smartwatch,-44.927901965617664,915.4147954813564,68,22
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D5407,2025-06-17 19:26:00,59,Business Cafe,Display Area,Laptop,-78.60759772359226,336.9500402793404,54,12
D6796,2025-06-17 16:57:00,23,Business Cafe,Waiting Area,Phone,-33.933460169641016,633.3871415623162,102,1
D2943,2025-06-17 11:43:00,32,Business Cafe,Display Area,Smartwatch,-45.11576467181898,677.6007042731046,2,7
D9701,2025-06-17 13:12:00,8,Business Cafe,Waiting Area,Phone,-52.29427589391574,34.450818148340986,27,22
D7390,2025-06-17 13:14:00,32,Business Cafe,Entrance,Smartwatch,-70.57778150708594,226.07337006733727,67,14
D5278,2025-06-17 08:23:00,52,Business Cafe,Entrance,Tablet,-69.05517656886437,749.4484886745219,1,21
D2272,2025-06-17 19:10:00,46,Business Cafe,Waiting Area,Tablet,-87.83110728023759,492.0419669140454,74,10
D4078,2025-06-17 18:51:00,4,Business Cafe,Entrance,Smartwatch,-87.11347825749725,387.64038826794894,97,1
D8315,2025-06-17 12:12:00,12,Business Cafe,Checkout,Phone,-86.92555528750333,102.18557579322676,63,5
D2272,2025-06-17 19:10:00,46,Business Cafe,Waiting Area,Tablet,-87.83110728023759,492.0419669140454,74,10
D3008,2025-06-17 13:49:00,13,Business Cafe,Display Area,Tablet,-42.895973014509806,638.9589446112018,32,0
D2581,2025-06-17 08:14:00,32,Business Cafe,Waiting Area,Tablet,-45.964409774154845,755.8771719071892,61,16
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D3512,2025-06-17 13:02:00,8,Business Cafe,Entrance,Tablet,-30.599088408556604,468.9547385244449,61,5
D3606,2025-06-17 10:16:00,45,Business Cafe,Waiting Area,Smartwatch,-66.0893450318379,917.9723550735898,52,10
D3751,2025-06-17 14:58:00,4,Business Cafe,Display Area,Tablet,-32.00403579063319,265.9536619675645,59,10
D2943,2025-06-17 11:43:00,32,Business Cafe,Display Area,Smartwatch,-45.11576467181898,677.6007042731046,2,7
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D8944,2025-06-17 08:46:00,45,Business Cafe,Waiting Area,Smartwatch,-65.51703035566271,943.3809298704105,52,4
D7630,2025-06-17 15:18:00,25,Business Cafe,Waiting Area,Phone,-42.159555143497464,261.36859886322674,25,8
D5776,2025-06-17 16:09:00,55,Business Cafe,Checkout,Phone,-39.3536915243178,507.94577573188906,64,1
D7390,2025-06-17 13:14:00,32,Business Cafe,Entrance,Smartwatch,-70.57778150708594,226.07337006733727,67,14
D9399,2025-06-17 16:50:00,26,Business Cafe,Display Area,Tablet,-37.85249703896086,821.5386915070287,115,12
D7326,2025-06-17 11:52:00,47,Business Cafe,Entrance,Phone,-41.374670762935885,365.2831597052271,74,4
D1349,2025-06-17 19:56:00,13,Business Cafe,Waiting Area,Laptop,-52.43985549052891,36.46661817115641,111,11
D3239,2025-06-17 08:20:00,26,Business Cafe,Checkout,Smartwatch,-30.99926098933698,182.0208143026118,62,22
D2295,2025-06-17 19:17:00,56,Business Cafe,Seating,Smartwatch,-61.45608118118868,106.15151140925978,14,10
D2922,2025-06-17 08:25:00,36,Business Cafe,Display Area,Laptop,-75.03698223994705,143.94946031357543,84,23
D7686,2025-06-17 10:56:00,50,Business Cafe,Display Area,Smartwatch,-49.83956825197048,806.3448614135714,13,18
D9701,2025-06-17 13:12:00,8,Business Cafe,Waiting Area,Phone,-52.29427589391574,34.450818148340986,27,22
D1806,2025-06-17 19:25:00,27,Business Cafe,Seating,Phone,-47.11763608218133,837.3775506164088,108,10
D9701,2025-06-17 13:12:00,8,Business Cafe,Waiting Area,Phone,-52.29427589391574,34.450818148340986,27,22
D3801,2025-06-17 12:21:00,35,Business Cafe,Display Area,Laptop,-76.63696002609828,546.9386767154044,8,4
